bbl,bin,address_or_label,zipcode,residential_use_type,land_use,building_class,residential_units,residential_capacity_units,total_units,residential_floor_area,estimated_household_capacity,under5_capacity_signal,preschool_age_capacity_signal,hgl_building_opportunity_score,capacity_model_confidence,capacity_model_method,non_residential_flag,mixed_use_flag
1007730064,1014161,230 WEST 24 STREET,10011,Residential,Residential multi-family walk-up,C1,17,17,17,10350.0,17,0.575,0.575,3.39,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710038,1014075,188 7 AVENUE,10011,Mixed-use,Residential multi-family elevator,D4,130,130,133,74425.0,130,4.395,4.395,7.0,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990021,1014949,137 WEST 23 STREET,10011,Mixed-use,Public facility/institution,N9,210,210,210,148501.0,210,7.1,7.1,8.23,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720043,1014125,203 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C3,4,4,4,2548.0,4,0.135,0.135,2.21,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710046,1014076,196 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,D7,77,77,85,66450.0,77,2.603,2.603,6.02,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720032,1014115,225 WEST 22 STREET,10011,Residential,Residential one/two family,A4,1,1,1,3879.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1008000015,1014975,145 WEST 24 STREET,10011,Commercial/office,Commercial/office,O5,0,0,4,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007720037,1014119,215 WEST 22 STREET,10011,Residential,Residential one/two family,B3,2,2,2,2448.0,2,0.068,0.068,1.77,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710028,1014069,221 WEST 21 STREET,10011,Residential,Residential multi-family elevator,D4,20,20,20,10015.0,20,0.676,0.676,3.54,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990024,1014951,131 WEST 23 STREET,10011,Commercial/office,Commercial/office,H3,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007730038,1014150,209 WEST 23 STREET,10011,Public facility/institution,Public facility/institution,P8,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710062,1014090,244 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C4,20,20,20,9620.0,20,0.676,0.676,3.54,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007730056,1014159,220 WEST 24 STREET,10011,Residential,Residential multi-family elevator,D1,118,118,118,57207.0,118,3.99,3.99,5.99,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1008000009,1014972,157 WEST 24 STREET,10011,Vacant land,Vacant land,V1,0,0,0,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007740024,1084995,219 WEST 24 STREET,10011,Residential,Residential multi-family walk-up,C5,48,48,48,10008.0,48,1.623,1.623,4.53,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720018,1014111,235 WEST 22 STREET,10011,Mixed-use,Residential multi-family elevator,D1,150,150,150,89866.0,150,5.072,5.072,7.33,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007980014,1084999,151 WEST 22 STREET,10011,Public facility/institution,Public facility/institution,N9,0,0,119,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007990024,1014960,131 WEST 23 STREET,10011,Commercial/office,Commercial/office,H3,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007730022,1014146,241 WEST 23 STREET,10011,Mixed-use,Residential multi-family elevator,D0,11,11,12,22870.0,11,0.372,0.372,3.79,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720015,1014109,259 WEST 22 STREET,10011,Residential,Residential one/two family,A4,1,1,1,6142.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710061,1014089,242 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C0,3,3,3,7583.0,3,0.101,0.101,2.01,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720033,1014116,221 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C1,12,12,12,5376.0,12,0.406,0.406,3.07,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007980062,1014808,134 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,S3,3,3,4,3496.0,3,0.101,0.101,2.81,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1008000019,1080590,139 WEST 24 STREET,10011,Commercial/office,Commercial/office,O5,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710033,1014072,211 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C4,15,15,15,9880.0,15,0.507,0.507,3.27,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990024,1014950,131 WEST 23 STREET,10011,Commercial/office,Commercial/office,H3,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710023,1076137,223 WEST 21 STREET,10011,Mixed-use,Residential multi-family elevator,D4,63,63,64,46170.0,63,2.13,2.13,5.71,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720045,1078604,214 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,D7,40,40,44,20974.0,40,1.352,1.352,5.1,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007980071,1014811,148 WEST 23 STREET,10011,Residential,Residential multi-family elevator,D4,107,107,107,127000.0,107,3.618,3.618,5.8,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720056,1014129,208 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,D6,262,262,266,142342.0,262,8.858,8.858,8.69,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990006,1014942,169 WEST 23 STREET,10011,Mixed residential/commercial,Mixed residential/commercial,K4,0,0,3,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007720036,1014118,217 WEST 22 STREET,10011,Residential,Residential one/two family,B3,2,2,2,2448.0,2,0.068,0.068,1.77,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990028,1014952,119 WEST 23 STREET,10011,Commercial/office,Commercial/office,O6,0,0,52,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007990001,1014940,225 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,C7,9,9,14,7000.0,9,0.304,0.304,3.62,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007730040,1014151,224 7 AVENUE,10011,Mixed residential/commercial,Mixed residential/commercial,K4,0,0,5,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710035,1014074,207 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C6,6,6,6,5054.0,6,0.203,0.203,2.5,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007980014,1014793,151 WEST 22 STREET,10011,Public facility/institution,Public facility/institution,N9,0,0,119,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1008000023,1014980,127 WEST 24 STREET,10011,Commercial/office,Commercial/office,O6,0,0,7,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710064,1014092,248 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C0,3,3,3,4600.0,3,0.101,0.101,2.01,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990024,1014959,131 WEST 23 STREET,10011,Commercial/office,Commercial/office,H3,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1008000025,1014981,119 WEST 24 STREET,10011,Commercial/office,Commercial/office,O3,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007720066,1014131,238 WEST 23 STREET,10011,Public facility/institution,Public facility/institution,M1,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1008000021,1014978,133 WEST 24 STREET,10011,Mixed-use,Residential multi-family walk-up,C6,6,6,7,15370.0,6,0.203,0.203,3.3,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720047,1014127,204 WEST 23 STREET,10011,Commercial/office,Commercial/office,H3,0,0,4,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007990046,1014958,108 WEST 24 STREET,10011,Commercial/office,Commercial/office,H3,0,0,1,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007720041,1014123,207 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C0,3,3,3,2368.0,3,0.101,0.101,2.01,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1008000020,1014977,135 WEST 24 STREET,10011,Mixed-use,Mixed residential/commercial,D6,23,23,24,10159.0,23,0.778,0.778,4.49,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1008000019,1080589,139 WEST 24 STREET,10011,Commercial/office,Commercial/office,O5,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1008000014,1014974,147 WEST 24 STREET,10011,Commercial/office,Commercial/office,O6,0,0,6,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710032,1088969,213 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C1,9,9,9,6750.0,9,0.304,0.304,2.82,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710031,1078599,215 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C4,9,9,9,5080.0,9,0.304,0.304,2.82,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990003,1076141,229 7 AVENUE,10011,Mixed-use,Residential multi-family elevator,D8,204,204,214,195774.0,204,6.897,6.897,8.14,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720042,1014124,205 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C0,3,3,3,2468.0,3,0.101,0.101,2.01,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710056,1014085,232 WEST 22 STREET,10011,Residential,Residential one/two family,B3,2,2,2,5016.0,2,0.068,0.068,1.77,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720040,1014122,209 WEST 22 STREET,10011,Residential,Residential one/two family,A9,1,1,1,2468.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007730044,1090490,232 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,D7,49,49,50,50094.0,49,1.657,1.657,5.36,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990057,1014962,130 WEST 24 STREET,10011,Mixed-use,Residential multi-family elevator,D0,10,10,13,26714.0,10,0.338,0.338,3.71,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720038,1014120,213 WEST 22 STREET,10011,Residential,Residential one/two family,B1,2,2,2,2448.0,2,0.068,0.068,1.77,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007980001,1014788,209 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,S5,5,5,6,2822.0,5,0.169,0.169,3.17,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720012,1014108,261 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C6,36,36,36,24462.0,36,1.217,1.217,4.18,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990067,1014966,148 WEST 24 STREET,10011,Commercial/office,Commercial/office,O6,0,0,15,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007730012,1076138,255 WEST 23 STREET,10011,Mixed-use,Residential multi-family elevator,D4,151,151,159,149090.0,151,5.105,5.105,7.34,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990008,1014944,165 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,K4,4,4,5,4000.0,4,0.135,0.135,3.01,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1008000010,1014973,149 WEST 24 STREET,10011,Mixed-use,Residential multi-family elevator,D5,10,10,14,30565.0,10,0.338,0.338,3.71,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007700055,1014046,226 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C1,8,8,8,6449.0,8,0.27,0.27,2.73,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990010,1014946,161 WEST 23 STREET,10011,Mixed-use,Commercial/office,O9,1,1,4,1750.0,1,0.034,0.034,2.23,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007710055,1014084,230 WEST 22 STREET,10011,Residential,Residential one/two family,A4,1,1,1,2720.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007730042,1014153,228 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,S1,1,1,2,3146.0,1,0.034,0.034,2.23,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1008000022,1014979,131 WEST 24 STREET,10011,Mixed-use,Residential multi-family elevator,D0,6,6,7,16090.0,6,0.203,0.203,3.3,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1008000050,1089732,113 WEST 24 STREET,10011,Commercial/office,Commercial/office,H2,0,0,1,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007730012,1084992,255 WEST 23 STREET,10011,Mixed-use,Residential multi-family elevator,D4,151,151,159,149090.0,151,5.105,5.105,7.34,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007710032,1014071,213 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C1,9,9,9,6750.0,9,0.304,0.304,2.82,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990069,1087216,152 WEST 24 STREET,10011,Public facility/institution,Public facility/institution,I9,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007730041,1014152,226 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,S1,1,1,2,1702.0,1,0.034,0.034,2.23,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720045,1078606,214 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,D7,40,40,44,20974.0,40,1.352,1.352,5.1,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007710058,1082838,236 WEST 22 STREET,10011,Residential,Residential one/two family,B1,2,2,2,4080.0,2,0.068,0.068,1.77,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007730043,1014154,230 7 AVENUE,10011,Mixed residential/commercial,Mixed residential/commercial,K4,0,0,4,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007720052,1014128,206 WEST 23 STREET,10011,Mixed residential/commercial,Mixed residential/commercial,K4,0,0,5,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007980002,1014789,211 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,S3,3,3,4,2068.0,3,0.101,0.101,2.81,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007730011,1014145,265 WEST 23 STREET,10011,Commercial/office,Commercial/office,K2,0,0,2,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007990011,1014947,159 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,K4,6,6,7,4872.0,6,0.203,0.203,3.3,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007970076,1014783,162 WEST 22 STREET,10011,Residential,Residential multi-family elevator,D4,42,42,42,31759.0,42,1.42,1.42,4.36,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720071,1014134,248 WEST 23 STREET,10011,Mixed-use,Residential multi-family elevator,D4,5,5,6,11433.0,5,0.169,0.169,3.17,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990035,1014954,101 WEST 23 STREET,10010,Mixed-use,Residential multi-family elevator,D4,80,80,84,59635.0,80,5.517,5.517,6.94,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720016,1014110,255 WEST 22 STREET,10011,Residential,Residential multi-family elevator,D9,19,19,19,14922.0,19,0.642,0.642,3.49,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007980010,1014791,163 WEST 22 STREET,10011,Mixed-use,Mixed residential/commercial,S3,3,3,4,4281.0,3,0.101,0.101,2.81,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720064,1014130,216 WEST 23 STREET,10011,Commercial/office,Commercial/office,H3,0,0,10,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007990003,1086227,229 7 AVENUE,10011,Mixed-use,Residential multi-family elevator,D8,204,204,214,195774.0,204,6.897,6.897,8.14,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990009,1014945,163 WEST 23 STREET,10011,Commercial/office,Commercial/office,O5,0,0,6,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710050,1014079,220 WEST 22 STREET,10011,Residential,Residential one/two family,B1,2,2,2,2850.0,2,0.068,0.068,1.77,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007990060,1014963,136 WEST 24 STREET,10011,Mixed-use,Residential multi-family elevator,D0,7,7,8,18169.0,7,0.237,0.237,3.42,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007710020,1014068,233 WEST 21 STREET,10011,Residential,Residential multi-family elevator,D4,31,31,31,20748.0,31,1.048,1.048,4.0,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720067,1014132,240 WEST 23 STREET,10011,Mixed-use,Residential multi-family elevator,D4,18,18,19,21878.0,18,0.609,0.609,4.24,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007730066,1014162,232 WEST 24 STREET,10011,Residential,Residential multi-family walk-up,C1,17,17,17,10350.0,17,0.575,0.575,3.39,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007730063,1014160,228 WEST 24 STREET,10011,Residential,Residential multi-family walk-up,C4,17,17,17,10350.0,17,0.575,0.575,3.39,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007730009,1014144,269 WEST 23 STREET,10011,Commercial/office,Commercial/office,K2,0,0,3,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710014,1078596,247 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C1,60,60,60,41100.0,60,2.029,2.029,4.84,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710063,1014091,246 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C4,24,24,24,11130.0,24,0.811,0.811,3.73,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007730027,1014148,225 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,D7,127,127,138,60524.0,127,4.294,4.294,6.95,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007720039,1014121,211 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C0,3,3,3,2100.0,3,0.101,0.101,2.01,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720035,1014117,219 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C6,2,2,2,2448.0,2,0.068,0.068,1.77,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007700056,1084986,228 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C6,9,9,9,12750.0,9,0.304,0.304,2.82,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710049,1014078,218 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C4,15,15,16,13875.0,15,0.507,0.507,3.27,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007970080,1091773,207 7TH AVENUE,10011,Mixed-use,Mixed residential/commercial,D6,26,26,28,24710.0,26,0.879,0.879,4.61,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007980017,1014794,147 WEST 22 STREET,10011,Residential,Residential multi-family elevator,D0,16,16,16,45451.0,16,0.541,0.541,3.33,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720079,1014137,264 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,C7,9,9,10,5375.0,9,0.304,0.304,3.62,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007730024,1014147,235 WEST 23 STREET,10011,Commercial/office,Commercial/office,O6,0,0,12,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007730008,1014143,271 WEST 23 STREET,10011,Commercial/office,Commercial/office,K2,0,0,1,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710054,1014083,228 WEST 22 STREET,10011,Residential,Residential one/two family,A4,1,1,1,4484.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007700053,1014044,222 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C1,10,10,10,8540.0,10,0.338,0.338,2.91,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720044,1014126,210 7 AVENUE,10011,Mixed-use,Mixed residential/commercial,S9,3,3,5,2530.0,3,0.101,0.101,2.81,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990063,1090646,140 WEST 24 STREET,10011,Commercial/office,Commercial/office,H2,0,0,1,0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710031,1078600,215 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C4,9,9,9,5080.0,9,0.304,0.304,2.82,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007710053,1014082,226 WEST 22 STREET,10011,Residential,Residential one/two family,A4,1,1,1,3000.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720029,1014112,231 WEST 22 STREET,10011,Residential,Residential one/two family,A4,1,1,1,5653.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007980011,1014792,161 WEST 22 STREET,10011,Mixed-use,Commercial/office,O9,1,1,4,1200.0,1,0.034,0.034,2.23,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007710065,1014093,250 WEST 22 STREET,10011,Residential,Residential multi-family elevator,D4,23,23,23,19470.0,23,0.778,0.778,3.69,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007980061,1014807,132 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,S3,3,3,4,3686.0,3,0.101,0.101,2.81,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007990012,1014948,155 WEST 23 STREET,10011,Commercial/office,Commercial/office,O6,0,0,6,0.0,0,0.0,0.0,0.0,None,PLUTO/MapPLUTO or land-use classifies this as non-residential; residential capacity set to 0.,True,False
1007710048,1014077,216 WEST 22 STREET,10011,Residential,Residential multi-family walk-up,C4,15,15,18,13875.0,15,0.507,0.507,3.27,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007720031,1014114,227 WEST 22 STREET,10011,Residential,Residential one/two family,A5,1,1,1,3264.0,1,0.034,0.034,1.43,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
1007980066,1014810,142 WEST 23 STREET,10011,Mixed-use,Mixed residential/commercial,D6,68,68,70,44338.0,68,2.299,2.299,5.82,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,True
1007710014,1078597,247 WEST 21 STREET,10011,Residential,Residential multi-family walk-up,C1,60,60,60,41100.0,60,2.029,2.029,4.84,High,"PLUTO/MapPLUTO UnitsRes available; capacity equals residential units, not occupied residents.",False,False
